canonical_smiles,selfies,logBB
Cc1ccc(NC2=NCCN2)c(C)c1,[C][C][=C][C][=C][Branch1][=Branch2][N][C][=N][C][C][N][Ring1][Branch1][C][Branch1][C][C][=C][Ring1][=N],-1.3
Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,[C][C][=N][C][Branch2][Ring1][=N][N][C][=N][C][=C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][S][Ring1][S][=C][C][Branch1][=C][N][C][C][N][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2][=N][Ring2][Ring1][S],-1.3
N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,[N][#C][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Branch1][C][Cl][C][=C][Branch1][=N][N][N][=C][C][=Branch1][C][=O][NH1][C][Ring1][#Branch1][=O][C][=C][Ring1][#C][Cl],-1.3
NCC1(Cc2noc(=O)[nH]2)CCCCC1,[N][C][C][Branch1][N][C][C][=N][O][C][=Branch1][C][=O][NH1][Ring1][=Branch1][C][C][C][C][C][Ring1][=N],-1.3
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,[O][=C][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl],-1.3
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,[O][=C][NH1][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@H1][C][C][C@@H1][Branch1][Ring1][C][O][O][Ring1][#Branch1],-1.3
COc1ccc2c(c1)C(CC(=O)O)C(C)N2C(=O)c1ccc(Cl)cc1,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][Branch1][C][C][N][Ring1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],-1.26
COc1ccc2c(c1)[C@@H](CC(=O)O)[C@H](C)N2C(=O)c1ccc(Cl)cc1,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C@H1][Branch1][C][C][N][Ring1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],-1.26
O=C(O)c1ccc(-c2ccccc2)cc1,[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N],-1.26
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,[C][N][/C][=Branch1][#Branch1][=C][\N+1][=Branch1][C][=O][O-1][N][C][C][S][C][C][=C][C][=C][Branch1][#Branch1][C][N][Branch1][C][C][C][O][Ring1][=Branch2],-1.23
CN/C(=N\C[N+](=O)[O-])NCCSCc1coc(CN(C)C)c1,[C][N][/C][=Branch1][Branch2][=N][\C][N+1][=Branch1][C][=O][O-1][N][C][C][S][C][C][=C][O][C][Branch1][#Branch1][C][N][Branch1][C][C][C][=C][Ring1][=Branch2],-1.23
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,[C][N][=C][Branch1][#Branch1][C][N+1][=Branch1][C][=O][O-1][N][C][C][S][C][C][=C][C][=C][Branch1][#Branch1][C][N][Branch1][C][C][C][O][Ring1][=Branch2],-1.23
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,[C][N][C][=Branch1][#Branch1][=C][N+1][=Branch1][C][=O][O-1][N][C][C][S][C][C][=C][C][=C][Branch1][#Branch1][C][N][Branch1][C][C][C][O][Ring1][=Branch2],-1.23
CNC(C[N+](=O)[O-])=NCCSc1ccc(CN(C)C)o1,[C][N][C][Branch1][#Branch1][C][N+1][=Branch1][C][=O][O-1][=N][C][C][S][C][=C][C][=C][Branch1][#Branch1][C][N][Branch1][C][C][C][O][Ring1][=Branch2],-1.23
CO[C@H]1CN(CC2Cc3ccc(NC(=O)C(C)C)cc3C2)CCC1n1c(C)nc2cc(C)ccc21,[C][O][C@H1][C][N][Branch2][Ring1][O][C][C][C][C][=C][C][=C][Branch1][O][N][C][=Branch1][C][=O][C][Branch1][C][C][C][C][=C][Ring1][N][C][Ring1][#C][C][C][C][Ring2][Ring1][=Branch1][N][C][Branch1][C][C][=N][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][Ring1][O],-1.22
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,[N][C][=N][C][=Branch1][C][=O][N][Branch1][N][C@@H1][C][S][C@H1][Branch1][Ring1][C][O][O][Ring1][#Branch1][C][=C][Ring1][=C][F],-1.22
CN(C)CCc1c[nH]c2ccc(O)cc12,[C][N][Branch1][C][C][C][C][C][=C][NH1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch2][Ring1][#Branch1],-1.19
NC(N)=Nc1nc(-c2cccc(N)c2)cs1,[N][C][Branch1][C][N][=N][C][=N][C][Branch1][N][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1][=C][S][Ring1][N],-1.15
CCOc1ccc(Cc2nc3cc(N(C)S(=O)(=O)c4cccs4)ccc3n2CC2CCCCC2)nc1,[C][C][O][C][=C][C][=C][Branch2][Ring2][=C][C][C][=N][C][=C][C][Branch2][Ring1][Ring1][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1][=C][C][=C][Ring1][S][N][Ring2][Ring1][Ring1][C][C][C][C][C][C][C][Ring1][=Branch1][N][=C][Ring2][Ring1][P],-1.15
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,[C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Branch2][Ring1][=N][C][=C][C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][=C][C][=C][Ring1][#C][Ring2][Ring1][C][C][N][Branch1][=Branch2][C][C][C][O][C][C][Ring1][=Branch1][C][C][Ring2][Ring1][O],-1.15
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C],-1.14
CN(C)Cc1ccc(SCCNc2[nH]ccc2[N+](=O)[O-])o1,[C][N][Branch1][C][C][C][C][=C][C][=C][Branch1][P][S][C][C][N][C][NH1][C][=C][C][=Ring1][Branch1][N+1][=Branch1][C][=O][O-1][O][Ring1][P],-1.12
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,[C][C][N][C][C][C][C][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][C][=C][Ring1][#Branch2][O][C],-1.11
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,[C][C][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][Branch1][C][O][O][C][Branch2][Ring2][#Branch1][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][C][NH1][C][Branch1][C][Br][=C][Branch1][=Branch1][C][Ring1][#Branch2][=Ring1][=Branch1][C][C][Ring1][=N][N][Branch1][C][C][C][Ring2][Ring1][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][Ring2][#Branch1][Ring2][Ring1][#C],-1.1
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,[C][C][Branch1][C][C][C][C@H1][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C@][Branch1][C][O][O][C@][Branch2][Ring2][#Branch1][N][C][=Branch1][C][=O][C@@H1][C][=C][C][=C][C][=C][C][NH1][C][Branch1][C][Br][=C][Branch1][=Branch1][C][Ring1][#Branch2][=Ring1][=Branch1][C][C@H1][Ring1][=N][N][Branch1][C][C][C][Ring2][Ring1][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][Ring2][#Branch1][Ring2][Ring1][#C],-1.1
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2C3=CC=CC4NC=CC(=C34)CC21,[C][N][C][C][Branch2][Ring2][#C][C][=Branch1][C][=O][N][C][Branch1][C][C][O][C][Branch1][C][O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][C][C][Ring2][Ring1][=Branch1][=O][C][C][C][=C][C][=C][C][N][C][=C][C][=Branch1][=Branch1][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][Ring1][=N][Ring2][Ring2][O],-1.1
Cc1ccc(Cc2cnc(NCCSCc3ccc(CN(C)C)o3)[nH]c2=O)cn1,[C][C][=C][C][=C][Branch2][Ring2][Ring1][C][C][=C][N][=C][Branch2][Ring1][Branch1][N][C][C][S][C][C][=C][C][=C][Branch1][#Branch1][C][N][Branch1][C][C][C][O][Ring1][=Branch2][NH1][C][Ring2][Ring1][Ring2][=O][C][=N][Ring2][Ring1][N],-1.1
O=c1cccc2n1CC1CNCC2C1,[O][=C][C][=C][C][=C][N][Ring1][=Branch1][C][C][C][N][C][C][Ring1][Branch2][C][Ring1][=Branch1],-1.09
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,[C][C][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][C][I][=C][Branch1][O][O][C][C][N][Branch1][Ring1][C][C][C][C][C][Branch1][C][I][=C][Ring1][S],-1.08
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,[C][N][Branch1][C][C][C][C][C][=C][NH1][C][=C][C][=C][Branch1][N][C][C@H1][C][O][C][=Branch1][C][=O][N][Ring1][=Branch1][C][=C][Ring1][S][Ring1][=N],-1.04
CC(C)(C)c1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)cc1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=N][O][C][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][S][C][=Branch1][C][=O][C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][#C],-1.0
CCC(NC(=O)c1c(OCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,[C][C][C][Branch2][Ring2][Branch2][N][C][=Branch1][C][=O][C][=C][Branch1][Branch2][O][C][C][=Branch1][C][=O][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring2][Ring1][Branch1][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.0
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@@H](NCOC)[C@@H](N)C1,[C][C][O][C][=Branch1][C][=O][C][=C][C@@H1][Branch1][=Branch2][O][C][Branch1][Ring1][C][C][C][C][C@@H1][Branch1][Branch1][N][C][O][C][C@@H1][Branch1][C][N][C][Ring1][P],-1.0
CCOC(=O)NNc1ccc(N(CC(C)O)C(C)C)nn1,[C][C][O][C][=Branch1][C][=O][N][N][C][=C][C][=C][Branch1][#C][N][Branch1][#Branch1][C][C][Branch1][C][C][O][C][Branch1][C][C][C][N][=N][Ring1][=C],-1.0
CN(C)C(=O)Cn1nc(-c2c(-c3ccccc3)nn3ccccc23)ccc1=O,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][N][N][=C][Branch2][Ring1][Branch2][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][C][=C][C][=C][C][=Ring1][#C][Ring1][=Branch1][C][=C][C][Ring2][Ring1][Branch1][=O],-1.0
COC(=O)C1C(=O)C=C(Nc2cccc([N+](=O)[O-])c2)CC1C,[C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][=C][Branch1][P][N][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][C][Ring1][P][C],-1.0
COc1cc(N)cn[n+]1-c1ccccc1,[C][O][C][=C][C][Branch1][C][N][=C][N][=N+1][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.0
COc1cc2c(cc1CNC1C3CCN(C3)C1C(c1ccccc1)c1ccccc1)N(S(C)(=O)=O)CC2,[C][O][C][=C][C][=C][Branch2][Ring2][#Branch1][C][=C][Ring1][=Branch1][C][N][C][C][C][C][N][Branch1][Ring2][C][Ring1][Branch1][C][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][C][Ring2][Ring1][P],-1.0
CSc1nn2c(N3CCNCC3)c3c(nc2c1S(=O)(=O)c1ccccc1)CCC3,[C][S][C][=N][N][C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][=C][C][=Branch2][Ring1][#Branch1][=N][C][Ring1][N][=C][Ring1][#C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring1][P],-1.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,[C][C][=C][C][=C][Branch2][Ring2][Ring2][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][N][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][=Branch2],-1.0
Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,[Cl][C][=C][C][=C][C][Branch2][Ring1][Branch2][C][Branch1][=C][C][=C][C][=C][N][=C][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2][N][C][=C][N][=C][Ring1][Branch1][=C][Ring2][Ring1][Branch1],-1.0
O=C(O)CCCCO/N=C(\c1cccnc1)c1cccc(C(F)(F)F)c1,[O][=C][Branch1][C][O][C][C][C][C][O][/N][=C][Branch1][=Branch2][\C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2],-1.0
O=C(c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1)N1CCC1,[O][=C][Branch2][Branch1][N][C][=C][C][=C][Branch2][Ring2][S][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][C][O][C][C][C][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring2][C][C][Ring1][#Branch2][C][=C][Ring1][P][C][=Branch1][C][=O][C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][S][N][C][C][C][Ring1][Ring2],-1.0
Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl,[O][C][=C][C][Branch2][Ring1][#Branch2][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=Ring1][O][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][#Branch1][Cl],-1.0
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][Branch2],-0.95
COC(=O)C1C(=O)C=C(Nc2ccc(Cl)cc2)CC1C,[C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][=C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring1][#C][C],-0.95
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,[C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][O][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][N][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C],-0.93
COn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,[C][O][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][=C][O][C][O][Ring1][#Branch1],-0.92
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,[C][O][C][=C][C][=N][C][Branch2][Ring1][=Branch1][N][C][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][C][Ring1][=N][=N][C][Branch1][C][N][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][O][C],-0.9
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,[C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1],-0.9
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CCC2(O)C(=O)CO,[C][C@][C][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@@H1][C@@H1][Ring1][O][C][=Branch1][C][=O][C][C@@][Branch1][C][C][C@H1][Ring1][Branch2][C][C][C][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O],-0.9
COc1ccc(C(C)(C)O)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,[C][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][O][C][=C][Ring1][#Branch2][C][N][C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Ring1][Branch2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.89
Nc1cccc(CN2CCC(NC(=O)C(O)(c3ccccc3)C3CCC(F)(F)C3)CC2)n1,[N][C][=C][C][=C][C][Branch2][Ring2][=C][C][N][C][C][C][Branch2][Ring1][P][N][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][Branch1][C][F][Branch1][C][F][C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch2][=N][Ring2][Ring1][#C],-0.89
Cc1cc(Cl)ccc1NC1=NCCN1,[C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][C][=N][C][C][N][Ring1][Branch1],-0.87
CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC/C4=N\CO)c(-c3ccncc3)[nH]2)cc1,[C][N][Branch1][C][C][C][C][O][C][=C][C][=C][Branch2][Ring2][Branch2][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][/C][Ring1][=Branch1][=N][\C][O][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][NH1][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][=N],-0.85
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,[C][O][C][=C][C][=C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][N][=N][Ring1][P],-0.85
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch1][N][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][=N][=O][C][C][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][C][Ring1][S][O][C][C][C][Branch1][C][N][C][Branch1][C][O][C][Branch1][C][C][O][Ring1][=Branch2],-0.83
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch1][N][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][=N][=O][C][C@@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][C@@H1][Ring1][S][O][C@H1][C][C@H1][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][=Branch2],-0.83
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,[C][O][C][=C][C][=C][N][=C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][C][C][=N][C][=C][Branch1][C][C][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][C][NH1][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1],-0.82
CN/C(=N\CCSCc1csc(NC(=N)N)n1)NC#N,[C][N][/C][=Branch2][Ring1][Branch1][=N][\C][C][S][C][C][=C][S][C][Branch1][#Branch1][N][C][=Branch1][C][=N][N][=N][Ring1][=Branch2][N][C][#N],-0.8
CCc1ccc(-n2cnc3c(sc4nccc(N(C)CCc5ccccn5)c43)c2=O)cc1,[C][C][C][=C][C][=C][Branch2][Ring2][#Branch2][N][C][=N][C][=C][Branch2][Ring1][=N][S][C][=N][C][=C][C][Branch1][#C][N][Branch1][C][C][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Ring1][S][Ring2][Ring1][Ring1][C][Ring2][Ring1][#Branch1][=O][C][=C][Ring2][Ring1][=C],-0.8
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,[C][O][C][=C][C][=C][Branch1][O][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][O][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][C][Ring2][Ring1][=Branch2],-0.8
Cc1nc2n(c(=O)c1CCN1CCC(c3coc4cc(F)ccc34)CC1)CCCC2O,[C][C][N][=C][N][Branch2][Ring2][Ring2][C][=Branch1][C][=O][C][=Ring1][#Branch1][C][C][N][C][C][C][Branch1][P][C][=C][O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch2][Ring1][#Branch1][C][C][Ring1][S][C][C][C][C][Ring2][Ring1][O][O],-0.8
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,[N][C@@H1][Branch1][S][C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][O],-0.8
N[C@H](Cc1ccccc1)C(=O)ON1CCC[C@H]1C(=O)O,[N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][O],-0.8
Nc1ccn(C2CC(CO)C(CO)O2)c(=O)n1,[N][C][C][=C][N][Branch1][S][C][C][C][Branch1][Ring1][C][O][C][Branch1][Ring1][C][O][O][Ring1][=Branch2][C][=Branch1][C][=O][N][=Ring1][S],-0.79
C=C(C)C(=O)/C(=C\C(=O)O)OC,[C][=C][Branch1][C][C][C][=Branch1][C][=O][/C][=Branch1][#Branch1][=C][\C][=Branch1][C][=O][O][O][C],-0.79
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)=O)CC1,[C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][C][N][C][C][C][C][C][Branch1][=Branch1][C][C][C][Ring1][Ring2][C][C][Ring1][=Branch2][N][=C][Branch1][Ring1][C][#N][N][=C][Ring2][Ring1][Ring1][O][C][C][C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][Ring1][=Branch2],-0.79
Nc1ccn([C@@H]2CC(CO)C(CO)O2)c(=O)n1,[N][C][C][=C][N][Branch1][S][C@@H1][C][C][Branch1][Ring1][C][O][C][Branch1][Ring1][C][O][O][Ring1][=Branch2][C][=Branch1][C][=O][N][=Ring1][S],-0.79
Cc1c(CCOC(=O)c2cc(=O)c3c(Cl)cc(Cl)cc3[nH]2)sc[n+]1C,[C][C][=C][Branch2][Ring1][#C][C][C][O][C][=Branch1][C][=O][C][=C][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][NH1][Ring1][=N][S][C][=N+1][Ring2][Ring1][#Branch1][C],-0.78
NC(Cc1ccc(O)c(O)c1)C(=O)O,[N][C][Branch1][S][C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][C][=Branch1][C][=O][O],-0.77
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,[C][C][C][O][C][=C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Ring2][Ring1][Branch2][C][Ring2][Ring1][=Branch1][=Ring1][#Branch2],-0.76
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][N][Ring1][=N][C][C][Branch1][C][O][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=Branch2][O],-0.74
